,KYTREASNOX,MCALDT,TMYTM,rf,year,month,realmonth
0,2000001,1973-01-31,5.5713957999409,0.004528328321560693,1973,1,1
1,2000001,1973-02-28,5.5794192629046,0.004534690141950959,1973,2,2
2,2000001,1973-03-30,5.8749135902182,0.004768680039255679,1973,3,3
3,2000001,1973-04-30,5.9870019490793,0.0048572816551826214,1973,4,4
4,2000001,1973-05-31,6.5266410406333,0.005282647443987987,1973,5,5
5,2000001,1973-06-29,7.4356971566907,0.005994756782921273,1973,6,6
6,2000001,1973-07-31,8.3118257302277,0.006675864590017566,1973,7,7
7,2000001,1973-08-31,8.5812769023939,0.006884322283069011,1973,8,8
8,2000001,1973-09-28,7.3351582620523,0.00591627184556498,1973,9,9
9,2000001,1973-10-31,6.9281956194022,0.005597889474232787,1973,10,10
10,2000001,1973-11-30,7.4474415500727,0.006003920563800946,1973,11,11
11,2000001,1973-12-31,7.3635220605133,0.005938420654799659,1973,12,12
12,2000001,1974-01-31,7.5503336810773,0.006084164823052518,1974,1,13
13,2000001,1974-02-28,7.3767217526032,0.005948726241687741,1974,2,14
14,2000001,1974-03-29,8.4995023134959,0.006821108509953877,1974,3,15
15,2000001,1974-04-30,8.7712716995854,0.007031024624931881,1974,4,16
16,2000001,1974-05-31,7.8337847196362,0.006304861258596306,1974,5,17
17,2000001,1974-06-28,7.6806731342588,0.006185713925793035,1974,6,18
18,2000001,1974-07-31,7.7145427955703,0.0062120837595331935,1974,7,19
19,2000001,1974-08-30,9.2151194458518,0.007372823421913477,1974,8,20
20,2000001,1974-09-30,6.1704820957051,0.005002130575868957,1974,9,21
21,2000001,1974-10-31,6.6723874728775,0.0053971920006090635,1974,10,22
22,2000001,1974-11-29,7.4984985238742,0.006043748045921671,1974,11,23
23,2000001,1974-12-31,6.5368548940588,0.005290679361573014,1974,12,24
24,2000001,1975-01-31,5.5399943958335,0.004503425820887141,1975,1,25
25,2000001,1975-02-28,4.7555282358248,0.003879099886132664,1975,2,26
26,2000001,1975-03-31,5.2738987318131,0.004292128840339693,1975,3,27
27,2000001,1975-04-30,5.213901662238,0.004244419697552404,1975,4,28
28,2000001,1975-05-30,4.8563773445018,0.003959601340451702,1975,5,29
29,2000001,1975-06-30,5.6507603350614,0.004591237144939031,1975,6,30
30,2000001,1975-07-31,6.0297513220994,0.004891050795659657,1975,7,31
31,2000001,1975-08-29,5.968098304203,0.0048423450608654495,1975,8,32
32,2000001,1975-09-30,6.2922352642755,0.005098122359189716,1975,9,33
33,2000001,1975-10-31,5.3157950014153,0.004325429608912801,1975,10,34
34,2000001,1975-11-28,5.183707451575,0.0042204000922652085,1975,11,35
35,2000001,1975-12-31,5.1720308363462,0.004211109607264563,1975,12,36
36,2000001,1976-01-30,4.5212994869407,0.003691855462375271,1976,1,37
37,2000001,1976-02-27,4.6536503208426,0.0037977050366333476,1976,2,38
38,2000001,1976-03-31,4.7555336273024,0.0038791041917063396,1976,3,39
39,2000001,1976-04-30,4.6937806938734,0.00382977566371534,1976,4,40
40,2000001,1976-05-28,5.0604019784695,0.0041222444813047154,1976,5,41
41,2000001,1976-06-30,5.2961696443257,0.0043098321314800625,1976,6,42
42,2000001,1976-07-30,5.0814385986706,0.004138997859659321,1976,7,43
